timestamp;Mobilitaet_PV_ungesteuert;Mobilitaet_PV_gesteuert;Mobilitaet_Netzstrom_ungesteuert;Mobilitaet_Netzstrom_gesteuert;PV_Einspeisung_ungesteuert;PV_Einspeisung_gesteuert;Emissionen_ungesteuert;Emissionen_gesteuert;Kosten_Netzstrom_ungesteuert;Kosten_Netzstrom_gesteuert;Einnahmen_Einspeiseverguetung_ungesteuert;Einnahmen_Einspeiseverguetung_gesteuert;Einnahmen_Dirketvermarktung_unggesteuert;Einnahmen_Dirketvermarktung_ggesteuert;Wert_Einspeiseverguetung;Wert_Direktvermarktung;Wert_Netzstrom;Available_Power;Licht_und_Kraft;PV_Erzeugung;Haustechnik;E Mobilitaet;Strom_Bezug;Strom_Einspeisung;Available_Power
2022;3.0;4.9;10.1;8.2;39;36;4.04;3.28;2534;2055;2095;1972;3851;3625;20;38;94;41.1965125;384.466925;210.968425;192.29635;14.136125;439.440225;37.595025;41.1965125
