timestamp;PV-Erzeugung_kW;Licht_und_Kraft_kW;Verbrauch_Mobilitaet_kW;Netzbezug_kW;Einspeisung_kW;Verbrauch_Haustechnik_kW;Available_Power_kW;Mobilitaet_aus_PV_Strom_kW;Stromverbrauch_Gesamt
01.01.2022 00:00;0;28.25;0.1;73.5;0;38.35;28.15;0;66.7
01.01.2022 00:15;0;28.45;0;72.9;0;38.1;28.45;0;66.55
01.01.2022 00:30;0;28.15;0.1;72.6;0;37.8;28.05;0;66.05
01.01.2022 00:45;0;34.65;0.1;88.5;0;42.2;34.55;0;76.95
01.01.2022 01:00;0;35.05;0.1;78.9;0;40.3;34.95;0;75.45
01.01.2022 01:15;0;33.65;0.1;78;0;37.8;33.55;0;71.55
01.01.2022 01:30;0;31.4;0;75.9;0;38.3;31.4;0;69.7
01.01.2022 01:45;0;28.7;0.1;75.9;0;38.2;28.6;0;67
01.01.2022 02:00;0;28.25;0.1;77.7;0;44.65;28.15;0;73
01.01.2022 02:15;0;28.2;0.1;72.6;0;38.05;28.1;0;66.35
01.01.2022 02:30;0;28.15;0.1;72.6;0;37.75;28.05;0;66
01.01.2022 02:45;0;28.25;0.1;72.6;0;37.7;28.15;0;66.05
01.01.2022 03:00;0;28.25;0;76.5;0;37.65;28.25;0;65.9
01.01.2022 03:15;0;28.35;0.1;76.8;0;44.65;28.25;0;73.1
01.01.2022 03:30;0;28.1;0.1;72.3;0;38;28;0;66.2
01.01.2022 03:45;0;28.15;0.1;72.6;0;37.9;28.05;0;66.15
01.01.2022 04:00;0;28.1;0.1;72.6;0;37.8;28;0;66
01.01.2022 04:15;0;28.2;0.1;78.6;0;37.65;28.1;0;65.95
01.01.2022 04:30;0;28.2;0;75.3;0;44.7;28.2;0;72.9
01.01.2022 04:45;0;28.05;0.1;72.6;0;37.9;27.95;0;66.05
01.01.2022 05:00;0;28.15;0.1;72.9;0;37.9;28.05;0;66.15
01.01.2022 05:15;0;28.15;0.1;74.4;0;38.7;28.05;0;66.95
01.01.2022 05:30;0;28.35;0.1;80.1;0;39.55;28.25;0;68
01.01.2022 05:45;0;28.15;0.1;77.4;0;46.35;28.05;0;74.6
01.01.2022 06:00;0;28.1;0;77.4;0;39.7;28.1;0;67.8
01.01.2022 06:15;0;28.2;0.1;86.7;0;46.4;28.1;0;74.7
01.01.2022 06:30;0;28.05;0.1;88.5;0;50.85;27.95;0;79
01.01.2022 06:45;0;28.15;0.1;93.3;0;51.45;28.05;0;79.7
01.01.2022 07:00;0;28.05;0.1;93;0;58.35;27.95;0;86.5
01.01.2022 07:15;0;28;0.1;91.2;0;53.1;27.9;0;81.2
01.01.2022 07:30;0;28.2;0;91.8;0;54.15;28.2;0;82.35
01.01.2022 07:45;0;28.2;0.1;91.8;0;54.35;28.1;0;82.65
01.01.2022 08:00;0;28.25;0.1;101.1;0;54.9;28.15;0;83.25
01.01.2022 08:15;0.1;28.1;0.1;94.2;0;61.7;27.9;0;89.9
01.01.2022 08:30;1;28.2;0.1;92.4;0;55.6;27.1;0;83.9
01.01.2022 08:45;2.3;28.3;0.1;91.2;0;55.65;25.9;0;84.05
01.01.2022 09:00;4.3;29.2;0;90.6;0;55.85;24.9;0;85.05
01.01.2022 09:15;9.4;29.35;0.1;92.7;0;57.35;19.85;0;86.8
01.01.2022 09:30;14.2;28.05;0.1;66.9;0;58.7;13.75;0;86.85
01.01.2022 09:45;18.4;28.35;0.1;57;0;39.9;9.85;0;68.35
01.01.2022 10:00;22.7;28.15;0.1;52.5;0;40;5.35;0;68.25
01.01.2022 10:15;26.9;28.15;0;48.6;0;40.1;1.25;0;68.25
01.01.2022 10:30;31;27.5;0.1;51.6;0;42.55;0;0;70.15
01.01.2022 10:45;35;26.4;0.1;38.7;0;44.25;0;0;70.75
01.01.2022 11:00;38.9;26.45;0.1;34.8;0;40.15;0;0;66.7
01.01.2022 11:15;42.3;26.35;0.1;31.5;0;40.1;0;0;66.55
01.01.2022 11:30;45.4;27.1;0.1;29.4;0;39.85;0;0;67.05
01.01.2022 11:45;48.1;27.85;0;34.5;0;42.4;0;0;70.25
01.01.2022 12:00;50;26.35;0.1;23.7;0;44.4;0;0;70.85
01.01.2022 12:15;51.5;26.45;0.1;22.5;0;40.05;0;0;66.6
01.01.2022 12:30;51.8;26.3;0.1;22.2;0;40.35;0;0;66.75
01.01.2022 12:45;51.7;26.3;0.1;21.9;0;39.9;0;0;66.3
01.01.2022 13:00;50.2;26.45;0.1;32.4;0;44.55;0;0;71.1
01.01.2022 13:15;48.5;26.3;0;25.5;0;42.9;0;0;69.2
01.01.2022 13:30;45.7;28.6;0.1;31.5;0;40.4;0;0;69.1
01.01.2022 13:45;42.3;28.55;0.1;33.6;0;40.25;0;0;68.9
01.01.2022 14:00;40.1;26.45;0.1;35.4;0;40.85;0;0;67.4
01.01.2022 14:15;31.6;26.5;0.1;49.5;0;46.85;0;0;73.45
01.01.2022 14:30;34.7;29.25;0.1;42.9;0;40.8;0;0;70.15
01.01.2022 14:45;34;28;0;40.8;0;40.45;0;0;68.45
01.01.2022 15:00;24.8;26.4;0.1;49.2;0;40.5;1.5;0;67
01.01.2022 15:15;18.4;26.5;0.1;63.9;0;42.9;8;0;69.5
01.01.2022 15:30;13.4;26.95;0.1;62.1;0;44.65;13.45;0;71.7
01.01.2022 15:45;11;30.1;0.1;66.3;0;40.55;19;0;70.75
01.01.2022 16:00;7;28.75;0.1;69.9;0;41.55;21.65;0;70.4
01.01.2022 16:15;3.7;26.45;0;75.3;0;40.8;22.75;0;67.25
01.01.2022 16:30;1.8;26.6;0.1;78.9;0;48.15;24.7;0;74.85
01.01.2022 16:45;0.2;26.5;0.1;75;0;41.75;26.2;0;68.35
01.01.2022 17:00;0;28;0.1;78.3;0;41.85;27.9;0;69.95
01.01.2022 17:15;0;31.1;4.2;82.5;0;42.05;26.9;0;77.35
01.01.2022 17:30;0;32.55;11.3;101.4;0;47;21.25;0;90.85
01.01.2022 17:45;0;29.65;11.3;89.4;0;44.5;18.35;0;85.45
01.01.2022 18:00;0;26.65;11.3;87.6;0;42.45;15.35;0;80.4
01.01.2022 18:15;0;26.3;11.3;87.3;0;42.4;15;0;80
01.01.2022 18:30;0;26.25;11.3;95.7;0;45.05;14.95;0;82.6
01.01.2022 18:45;0;26.5;11.3;87.3;0;46.9;15.2;0;84.7
01.01.2022 19:00;0;26.25;11.4;87;0;42.15;14.85;0;79.8
01.01.2022 19:15;0;26.5;11.4;83.1;0;40.45;15.1;0;78.35
01.01.2022 19:30;0;26.35;11.4;90;0;39.85;14.95;0;77.6
01.01.2022 19:45;0;26.45;11.4;81.9;0;43.25;15.05;0;81.1
01.01.2022 20:00;0;26.5;11.4;79.2;0;37.25;15.1;0;75.15
01.01.2022 20:15;0;26.4;11.5;71.1;0;31.75;14.9;0;69.65
01.01.2022 20:30;0;26.4;11.4;74.7;0;27.25;15;0;65.05
01.01.2022 20:45;0;26.55;11.4;73.2;0;34.3;15.15;0;72.25
01.01.2022 21:00;0;26.5;11.4;69;0;27.1;15.1;0;65
01.01.2022 21:15;0;27.25;11.5;69.6;0;26.2;15.75;0;64.95
01.01.2022 21:30;0;27.8;4.9;64.8;0;25.35;22.9;0;58.05
01.01.2022 21:45;0;27.2;0.1;65.7;0;30.8;27.1;0;58.1
01.01.2022 22:00;0;28.05;0;57.6;0;27.7;28.05;0;55.75
01.01.2022 22:15;0;27.1;0.1;56.1;0;25.45;27;0;52.65
01.01.2022 22:30;0;26.45;0.1;57.6;0;25.75;26.35;0;52.3
01.01.2022 22:45;0;26.3;0.1;63.6;0;25.55;26.2;0;51.95
01.01.2022 23:00;0;26.35;0.1;56.7;0;32.45;26.25;0;58.9
01.01.2022 23:15;0;26.55;0.1;56.4;0;25.3;26.45;0;51.95
01.01.2022 23:30;0;26.45;0;56.7;0;25.2;26.45;0;51.65
01.01.2022 23:45;0;26.7;0.1;56.1;0;26.05;26.6;0;52.85
02.01.2022 00:00;0;26.35;0.1;63.9;0;28.5;26.25;0;54.95
02.01.2022 00:15;0;26.4;0.1;57;0;28.55;26.3;0;55.05
02.01.2022 00:30;0;26.45;0.1;55.5;0;25.75;26.35;0;52.3
02.01.2022 00:45;0;26.35;0.1;55.8;0;25.35;26.25;0;51.8
02.01.2022 01:00;0;26.65;0;57;0;25.15;26.65;0;51.8
02.01.2022 01:15;0;26.45;0.1;64.2;0;29.7;26.35;0;56.25
02.01.2022 01:30;0;27.1;0.1;57;0;28;27;0;55.2
02.01.2022 01:45;0;26.95;0.1;57;0;26.2;26.85;0;53.25
02.01.2022 02:00;0;26.65;0.1;57.3;0;25.15;26.55;0;51.9
02.01.2022 02:15;0;26.45;0.1;55.8;0;26.15;26.35;0;52.7
02.01.2022 02:30;0;26.6;0;65.4;0;29.55;26.6;0;56.15
02.01.2022 02:45;0;26.5;0.1;56.1;0;28.5;26.4;0;55.1
02.01.2022 03:00;0;26.4;0.1;56.7;0;25.35;26.3;0;51.85
02.01.2022 03:15;0;27.5;0.1;57.3;0;26;27.4;0;53.6
02.01.2022 03:30;0;27.6;0.1;57.6;0;25.1;27.5;0;52.8
02.01.2022 03:45;0;26.65;0.1;63.9;0;28.7;26.55;0;55.45
02.01.2022 04:00;0;26.5;0;57.3;0;29.1;26.5;0;55.6
02.01.2022 04:15;0;27.95;0.1;57.3;0;25.65;27.85;0;53.7
02.01.2022 04:30;0;27.2;0.1;57;0;25.55;27.1;0;52.85
02.01.2022 04:45;0;26.7;0.1;56.4;0;25;26.6;0;51.8
02.01.2022 05:00;0;27.9;0.1;57.3;0;25.1;27.8;0;53.1
02.01.2022 05:15;0;28.1;0.1;59.4;0;25.35;28;0;53.55
02.01.2022 05:30;0;27.45;0;61.5;0;26.85;27.45;0;54.3
02.01.2022 05:45;0;26.55;0.1;63;0;34.3;26.45;0;60.95
02.01.2022 06:00;0;26.55;0.1;61.5;0;26.6;26.45;0;53.25
02.01.2022 06:15;0;28.4;0.1;73.5;0;33.45;28.3;0;61.95
02.01.2022 06:30;0;30.05;0.1;79.5;0;38.3;29.95;0;68.45
02.01.2022 06:45;0;26.5;0.1;74.4;0;45.55;26.4;0;72.15
02.01.2022 07:00;0;26.65;0;73.5;0;38.75;26.65;0;65.4
02.01.2022 07:15;0;26.6;0.1;75.3;0;40.55;26.5;0;67.25
02.01.2022 07:30;0;29.15;0.1;77.7;0;41.65;29.05;0;70.9
02.01.2022 07:45;0;27.5;0.1;76.2;0;40.7;27.4;0;68.3
02.01.2022 08:00;0;26.6;0.1;75.9;0;42.1;26.5;0;68.8
02.01.2022 08:15;1;26.6;0.1;75.9;0;42.75;25.5;0;69.45
02.01.2022 08:30;2.2;26.85;0;81.3;0;42.35;24.65;0;69.2
02.01.2022 08:45;4.9;26.55;0.1;73.2;0;49.55;21.55;0;76.2
02.01.2022 09:00;8.1;26.65;0.1;69.3;0;42.8;18.45;0;69.55
02.01.2022 09:15;11.8;27.15;0.1;66.6;0;42.65;15.25;0;69.9
02.01.2022 09:30;14.4;30.15;0.1;73.5;0;44.9;15.65;0;75.15
02.01.2022 09:45;14.7;27.8;0.1;63;0;47.8;13;0;75.7
02.01.2022 10:00;9.9;26.85;0;67.5;0;42.15;16.95;0;69
02.01.2022 10:15;29;26.95;0.1;48.9;0;43.15;0;0;70.2
02.01.2022 10:30;44.5;27.25;0.1;35.1;0;43.9;0;0;71.25
02.01.2022 10:45;44.8;29.9;0.1;35.7;0;43.35;0;0;73.35
02.01.2022 11:00;20.9;30.4;0.1;62.4;0;43.05;9.4;0;73.55
02.01.2022 11:15;33.6;34.85;0.1;57.9;0;43.65;1.15;0;78.6
02.01.2022 11:30;37.3;33.55;0;49.5;0;50.7;0;0;84.25
02.01.2022 11:45;45.4;30.75;0.1;36.9;0;43.3;0;0;74.15
02.01.2022 12:00;43.9;30.85;0.1;38.1;0;43.3;0;0;74.25
02.01.2022 12:15;38.5;27.3;0.1;42;0;43.75;0;0;71.15
02.01.2022 12:30;55.6;26.7;0.1;28.8;0.3;50.5;0;0;77.3
02.01.2022 12:45;37.2;26.7;0.1;41.1;0;43.65;0;0;70.45
02.01.2022 13:00;43.8;28.85;0;39;0;44.1;0;0;72.95
02.01.2022 13:15;48.6;34.4;0.1;36.9;0;43.35;0;0;77.85
02.01.2022 13:30;35.1;28.9;0.1;46.8;0;44.1;0;0;73.1
02.01.2022 13:45;30.2;26.55;0.1;53.1;0;50.7;0;0;77.35
02.01.2022 14:00;15.2;26.35;0.1;63.9;0;43.85;11.05;0;70.3
02.01.2022 14:15;16.6;27.35;0;61.8;0;44.55;10.75;0;71.9
02.01.2022 14:30;29.4;26.4;0.1;50.1;0;43.7;0;0;70.2
02.01.2022 14:45;14.3;26.8;0.1;67.2;0;43.85;12.4;0;70.75
02.01.2022 15:00;11.6;27;0.1;71.1;0;50.25;15.3;0;77.35
02.01.2022 15:15;10;26.6;0.1;68.1;0;44.1;16.5;0;70.8
02.01.2022 15:30;9.2;30.05;0.1;73.5;0;43.05;20.75;0;73.2
02.01.2022 15:45;9;30;0;70.5;0;43.9;21;0;73.9
02.01.2022 16:00;7.6;26.5;0.1;79.5;0;44.2;18.8;0;70.8
02.01.2022 16:15;3.9;26.8;0.1;75;0;50.7;22.8;0;77.6
02.01.2022 16:30;1.2;29.55;0.1;80.1;0;43.4;28.25;0;73.05
02.01.2022 16:45;0;27.8;0.1;78.3;0;43.9;27.7;0;71.8
02.01.2022 17:00;0;26.4;0.1;80.1;0;43.35;26.3;0;69.85
02.01.2022 17:15;0;26.75;0;83.7;0;50.55;26.75;0;77.3
02.01.2022 17:30;0;26.3;0.1;78.6;0;43.8;26.2;0;70.2
02.01.2022 17:45;0;26.7;0.1;77.4;0;43.7;26.6;0;70.5
02.01.2022 18:00;0;26.45;0.1;78.9;0;43.5;26.35;0;70.05
02.01.2022 18:15;0;26.5;0.1;85.8;0;47.9;26.4;0;74.5
02.01.2022 18:30;0;26.55;0.1;77.7;0;46.6;26.45;0;73.25
02.01.2022 18:45;0;26.5;0;77.7;0;44;26.5;0;70.5
02.01.2022 19:00;0;26.4;0.1;76.5;0;43.1;26.3;0;69.6
02.01.2022 19:15;0;26.25;0.1;80.4;0;41.2;26.15;0;67.55
02.01.2022 19:30;0;26.45;0.1;72.3;0;45.45;26.35;0;72
02.01.2022 19:45;0;26.35;0.1;71.7;0;38.55;26.25;0;65
02.01.2022 20:00;0;26.3;0.1;67.8;0;38.95;26.2;0;65.35
02.01.2022 20:15;0;26.4;0;61.8;0;31.2;26.4;0;57.6
02.01.2022 20:30;0;26.25;0.1;65.7;0;34.25;26.15;0;60.6
02.01.2022 20:45;0;26.3;0.1;58.8;0;28.2;26.2;0;54.6
02.01.2022 21:00;0;26.45;0.1;58.5;0;27.45;26.35;0;54
02.01.2022 21:15;0;26.85;0.1;57.3;0;26.75;26.75;0;53.7
02.01.2022 21:30;0;27.7;0;62.7;0;25.55;27.7;0;53.25
02.01.2022 21:45;0;26.5;0.1;60;0;32.3;26.4;0;58.9
02.01.2022 22:00;0;26.4;0.1;56.4;0;25.9;26.3;0;52.4
02.01.2022 22:15;0;26.25;0.1;56.4;0;25.55;26.15;0;51.9
02.01.2022 22:30;0;26.4;0.1;57.3;0;26.3;26.3;0;52.8
02.01.2022 22:45;0;26.45;0.1;64.5;0;26.95;26.35;0;53.5
02.01.2022 23:00;0;26.3;0;57.3;0;31.35;26.3;0;57.65
02.01.2022 23:15;0;26.4;0.1;56.7;0;26;26.3;0;52.5
02.01.2022 23:30;0;26.3;0.1;56.4;0;26.2;26.2;0;52.6
02.01.2022 23:45;0;26.25;0.1;56.7;0;25.75;26.15;0;52.1
03.01.2022 00:00;0;26.45;0.1;64.8;0;26.1;26.35;0;52.65
03.01.2022 00:15;0;26.65;0.1;58.8;0;32;26.55;0;58.75
03.01.2022 00:30;0;32.95;0;63.9;0;26.5;32.95;0;59.45
03.01.2022 00:45;0;34.25;0.1;69.6;0;25.6;34.15;0;59.95
03.01.2022 01:00;0;30.9;0.1;68.1;0;34.8;30.8;0;65.8
03.01.2022 01:15;0;31.3;0.1;61.5;0;26.75;31.2;0;58.15
03.01.2022 01:30;0;31.75;0.1;64.5;0;26;31.65;0;57.85
03.01.2022 01:45;0;31.5;0.1;70.5;0;32.2;31.4;0;63.8
03.01.2022 02:00;0;31.1;0;62.7;0;28.45;31.1;0;59.55
03.01.2022 02:15;0;31.45;0.1;62.4;0;26.5;31.35;0;58.05
03.01.2022 02:30;0;31.25;0.1;72.3;0;29.15;31.15;0;60.5
03.01.2022 02:45;0;30.95;0.1;61.8;0;31.3;30.85;0;62.35
03.01.2022 03:00;0;30.65;0.1;62.4;0;26.05;30.55;0;56.8
03.01.2022 03:15;0;30.8;0.1;69.6;0;26.9;30.7;0;57.8
03.01.2022 03:30;0;31;0;69;0;38.05;31;0;69.05
03.01.2022 03:45;0;29.6;0.1;63.9;0;26.5;29.5;0;56.2
03.01.2022 04:00;0;27.55;0.1;69.9;0;34.95;27.45;0;62.6
03.01.2022 04:15;0;28.15;0.1;59.1;0;30.85;28.05;0;59.1
03.01.2022 04:30;0;26.95;0.1;68.4;0;27.7;26.85;0;54.75
03.01.2022 04:45;0;26.2;0.1;60.6;0;36.15;26.1;0;62.45
03.01.2022 05:00;0;27.2;0;63.6;0;26.35;27.2;0;53.55
03.01.2022 05:15;0;27.7;0.1;72.6;0;35.7;27.6;0;63.5
03.01.2022 05:30;0;26.25;0.1;59.4;0;33.65;26.15;0;60
03.01.2022 05:45;0;26.35;0.1;68.7;0;29.05;26.25;0;55.5
03.01.2022 06:00;0;25.95;0.1;71.4;0;39.85;25.85;0;65.9
03.01.2022 06:15;0;26.25;0;71.7;0;37.25;26.25;0;63.5
03.01.2022 06:30;0;26.5;0.1;84.6;0;41.3;26.4;0;67.9
03.01.2022 06:45;0;27.95;0.1;83.4;0;51.95;27.85;0;80
03.01.2022 07:00;0;29.7;0.1;79.5;0;41.65;29.6;0;71.45
03.01.2022 07:15;0;30.65;0.1;94.5;0;46.65;30.55;0;77.4
03.01.2022 07:30;0;31.9;0.1;86.1;0;51.7;31.8;0;83.7
03.01.2022 07:45;0;32.25;0;87.6;0;43.1;32.25;0;75.35
03.01.2022 08:00;0;34.05;0.1;97.2;0;51.65;33.95;0;85.8
03.01.2022 08:15;0;33.95;1.2;86.4;0;48.45;32.75;0;83.6
03.01.2022 08:30;0.3;36.65;2.9;101.1;0;45.65;33.45;0;85.2
03.01.2022 08:45;1.5;36.45;2.8;96.9;0;55.7;32.15;0;94.95
03.01.2022 09:00;4.6;36.45;2.9;87.9;0;45.15;28.95;0;84.5
03.01.2022 09:15;7;36.35;2.9;96.9;0;47.85;26.45;0;87.1
03.01.2022 09:30;8.5;33.1;2.9;87.6;0;56.9;21.7;0;92.9
03.01.2022 09:45;9.7;32.1;2.9;79.8;0;45.45;19.5;0;80.45
03.01.2022 10:00;11.4;35.15;2.9;92.7;0;50.85;20.85;0;88.9
03.01.2022 10:15;11.9;32.6;2.9;81.3;0;55;17.8;0;90.5
03.01.2022 10:30;14.3;30.65;2.9;75;0;44.7;13.45;0;78.25
03.01.2022 10:45;19.3;32.45;2.8;83.4;0;52.4;10.35;0;87.65
03.01.2022 11:00;24.3;31.35;2.9;65.4;0;54.2;4.15;0;88.45
03.01.2022 11:15;24.5;31.05;2.9;68.7;0;45.1;3.65;0;79.05
03.01.2022 11:30;24.5;27.8;5.3;72.3;0;55.3;0;0;88.4
03.01.2022 11:45;24.1;31.65;13.8;74.4;0;49.9;0;0;95.35
03.01.2022 12:00;25.8;29.75;13.6;77.1;0;44.75;0;0;88.1
03.01.2022 12:15;27.9;32.15;12.9;80.4;0;56.35;0;0;101.4
03.01.2022 12:30;24.5;33.6;11.9;73.2;0;46.5;0;0;92
03.01.2022 12:45;23.6;29.9;11;81.3;0;47.75;0;0;88.65
03.01.2022 13:00;20.8;31.8;10.9;79.5;0;54.7;0.1;0;97.4
03.01.2022 13:15;15.8;30.05;11;80.7;0;44.65;3.25;0;85.7
03.01.2022 13:30;13.4;28.3;10.9;92.1;0;52.75;4;0;91.95
03.01.2022 13:45;11.1;29.75;11;84;0;51.8;7.65;0;92.55
03.01.2022 14:00;12.2;29.55;10.9;87.9;0;44.6;6.45;0;85.05
03.01.2022 14:15;14.2;32.5;11;91.2;0;54.55;7.3;0;98.05
03.01.2022 14:30;15.2;30.65;11;78.9;0;47.9;4.45;0;89.55
03.01.2022 14:45;12.9;31.75;10.9;94.5;0;47.6;7.95;0;90.25
03.01.2022 15:00;10.6;32.55;11;93.3;0;56.1;10.95;0;99.65
03.01.2022 15:15;12.2;32.55;11;84;0;45.55;9.35;0;89.1
03.01.2022 15:30;13.7;33.2;10.9;96.3;0;49.8;8.6;0;93.9
03.01.2022 15:45;9.6;34.6;9.2;92.7;0;53.95;15.8;0;97.75
03.01.2022 16:00;6.4;31.5;0.1;81.3;0;44.7;25;0;76.3
03.01.2022 16:15;2.9;35.15;0.1;97.2;0;51.4;32.15;0;86.65
03.01.2022 16:30;1;30.4;0.1;86.4;0;53.75;29.3;0;84.25
03.01.2022 16:45;0.1;35;0;91.8;0;43.85;34.9;0;78.85
03.01.2022 17:00;0;34.6;0.1;100.2;0;53.45;34.5;0;88.15
03.01.2022 17:15;0;34.2;0.1;87.9;0;50.85;34.1;0;85.15
03.01.2022 17:30;0;35.45;0.1;94.2;0;44;35.35;0;79.55
03.01.2022 17:45;0;35.5;0.1;96.9;0;54.95;35.4;0;90.55
03.01.2022 18:00;0;29.5;0.1;81.9;0;48.1;29.4;0;77.7
03.01.2022 18:15;0;29.95;0;91.5;0;45.2;29.95;0;75.15
03.01.2022 18:30;0;31.65;0.1;96.3;0;55.75;31.55;0;87.5
03.01.2022 18:45;0;30.45;0.1;84;0;49.85;30.35;0;80.4
03.01.2022 19:00;0;34.7;0.1;93.3;0;43.95;34.6;0;78.75
03.01.2022 19:15;0;29.2;0.1;81.3;0;53.15;29.1;0;82.45
03.01.2022 19:30;0;26.75;0.1;74.4;0;40.4;26.65;0;67.25
03.01.2022 19:45;0;29;0;75.3;0;39.75;29;0;68.75
03.01.2022 20:00;0;28.85;0.1;74.7;0;38.5;28.75;0;67.45
03.01.2022 20:15;0;32.1;0.1;73.8;0;39.75;32;0;71.95
03.01.2022 20:30;0;30.85;0.1;63.6;0;28.8;30.75;0;59.75
03.01.2022 20:45;0;27.45;0.1;64.2;0;28.65;27.35;0;56.2
03.01.2022 21:00;0;26.2;0.1;65.1;0;35.3;26.1;0;61.6
03.01.2022 21:15;0;26.3;0;57.9;0;27.75;26.3;0;54.05
03.01.2022 21:30;0;26.2;0.1;57.6;0;26.75;26.1;0;53.05
03.01.2022 21:45;0;26.25;0.1;66.9;0;28.1;26.15;0;54.45
03.01.2022 22:00;0;26.3;0.1;57.9;0;32.75;26.2;0;59.15
03.01.2022 22:15;0;27.2;0.1;58.2;0;26.45;27.1;0;53.75
03.01.2022 22:30;0;27.75;0.1;61.5;0;25.9;27.65;0;53.75
03.01.2022 22:45;0;27.8;0;66.9;0;33.05;27.8;0;60.85
03.01.2022 23:00;0;28.9;0.1;60.6;0;27.8;28.8;0;56.8
03.01.2022 23:15;0;27.1;0.1;57.9;0;26.5;27;0;53.7
03.01.2022 23:30;0;26.2;0.1;64.2;0;26.55;26.1;0;52.85
03.01.2022 23:45;0;26.15;0.1;59.7;0;33.9;26.05;0;60.15
04.01.2022 00:00;0;26.3;0;57.6;0;26.4;26.3;0;52.7
04.01.2022 00:15;0;26.25;0.1;57.3;0;26.25;26.15;0;52.6
04.01.2022 00:30;0;26.35;0.1;66.6;0;28.5;26.25;0;54.95
04.01.2022 00:45;0;26.35;0.1;57.3;0;32;26.25;0;58.45
04.01.2022 01:00;0;26.2;0.1;57.6;0;26;26.1;0;52.3
04.01.2022 01:15;0;26.2;0.1;60.3;0;26.15;26.1;0;52.45
04.01.2022 01:30;0;26.3;0;63.6;0;33.55;26.3;0;59.85
04.01.2022 01:45;0;26.15;0.1;57.6;0;26.6;26.05;0;52.85
04.01.2022 02:00;0;26.35;0.1;57.3;0;26.4;26.25;0;52.85
04.01.2022 02:15;0;26.15;0.1;65.1;0;26.5;26.05;0;52.75
04.01.2022 02:30;0;26.2;0.1;59.4;0;34.1;26.1;0;60.4
04.01.2022 02:45;0;26.3;0.1;57.3;0;26.85;26.2;0;53.25
04.01.2022 03:00;0;26.2;0;57.9;0;26.25;26.2;0;52.45
04.01.2022 03:15;0;26.4;0.1;66.9;0;30.4;26.3;0;56.9
04.01.2022 03:30;0;27.2;0.1;58.8;0;29.85;27.1;0;57.15
04.01.2022 03:45;0;26.2;0.1;57.6;0;26.35;26.1;0;52.65
04.01.2022 04:00;0;26.15;0.1;60.6;0;26.3;26.05;0;52.55
04.01.2022 04:15;0;26.15;0.1;63;0;33.7;26.05;0;59.95
04.01.2022 04:30;0;26;0;57.6;0;26.8;26;0;52.8
04.01.2022 04:45;0;25.9;0.1;60.9;0;27;25.8;0;53
04.01.2022 05:00;0;26.2;0.1;65.1;0;33.7;26.1;0;60
04.01.2022 05:15;0;26.2;0.1;59.7;0;28.1;26.1;0;54.4
04.01.2022 05:30;0;26.1;0.1;60;0;28.25;26;0;54.45
04.01.2022 05:45;0;26.15;0.1;69;0;29.8;26.05;0;56.05
04.01.2022 06:00;0;26.05;0;63.3;0;35.75;26.05;0;61.8
04.01.2022 06:15;0;26.2;0.1;73.8;0;34.9;26.1;0;61.2
04.01.2022 06:30;0;26.1;0.1;87.6;0;45.5;26;0;71.7
04.01.2022 06:45;0;28.1;0.1;84.3;0;53.45;28;0;81.65
04.01.2022 07:00;0;27.2;0.1;79.8;0;42.6;27.1;0;69.9
04.01.2022 07:15;0;31.65;0.1;97.8;0;48.8;31.55;0;80.55
04.01.2022 07:30;0;32.3;0;85.8;0;51.2;32.3;0;83.5
04.01.2022 07:45;0;34.35;0.1;91.5;0;44.15;34.25;0;78.6
04.01.2022 08:00;0;34.45;0.1;96.3;0;53.45;34.35;0;88
04.01.2022 08:15;0;36;0.1;88.8;0;47.5;35.9;0;83.6
04.01.2022 08:30;0;33.5;0.1;99;0;48.2;33.4;0;81.8
04.01.2022 08:45;0;34.6;0.1;92.7;0;55.45;34.5;0;90.15
04.01.2022 09:00;0.5;32.95;0;88.8;0;45.15;32.45;0;78.1
04.01.2022 09:15;1.6;34.45;0.1;100.8;0;52.4;32.75;0;86.95
04.01.2022 09:30;4.3;34.5;0.1;84;0;53;30.1;0;87.6
04.01.2022 09:45;7.6;31.2;0.1;81;0;45.65;23.5;0;76.95
04.01.2022 10:00;11.7;23;0.1;75.6;0;55.5;11.2;0;78.6
04.01.2022 10:15;17.2;20;0.1;55.5;0;48.7;2.7;0;68.8
04.01.2022 10:30;22.2;21.7;0;67.2;0;48.8;0;0;70.5
04.01.2022 10:45;20.6;23.1;0.1;62.1;0;57.2;2.4;0;80.4
04.01.2022 11:00;23.7;23.1;0.1;52.5;0;45.4;0;0;68.6
04.01.2022 11:15;14.3;22.05;0.1;74.7;0;49.1;7.65;0;71.25
04.01.2022 11:30;18.7;21.55;0.1;61.5;0;55.8;2.75;0;77.45
04.01.2022 11:45;21.5;23.2;0.1;58.8;0;45.6;1.6;0;68.9
04.01.2022 12:00;26.1;21.9;0;63.3;0;53.65;0;0;75.55
04.01.2022 12:15;36.3;22.15;0.1;39.9;0;51.85;0;0;74.1
04.01.2022 12:30;39.8;20.05;0.1;41.7;0;45.15;0;0;65.3
04.01.2022 12:45;42.3;21.7;0.1;44.7;0;56.65;0;0;78.45
04.01.2022 13:00;42.6;24;0.1;36;0;49.95;0;0;74.05
04.01.2022 13:15;46;24.5;0.1;42.6;0;47.1;0;0;71.7
