Zeit;Ungesteuertes_Laden;PV-Einspeisung_Gesamt;PV-Erzeugung_Gesamt;PV_Eigenverbrauch;BHKW_Erzeugung_Gesamt;BHKW_Einspeisung_Gesamt;BHKW_Eigenverbruach;Einspeisung_Gesamt;Szenario1_Deckung_Mobilitaet_durch_Eigenerzeugung;Szenario1_Deckung_Mobilitaet_durch_Netzbezug;Szenario2_Deckung_Mobilitaet_durch_Eigenerzeugung;Szenario2_Deckung_Mobilitaet_durch_Netzbezug;Szenario3_Deckung_Mobilitaet_durch_Eigenerzeugung;Szenario3_Deckung_Mobilitaet_durch_Netzbezug;Szenario4_Deckung_Mobilitaet_durch_Eigenerzeugung;Szenario4_Deckung_Mobilitaet_durch_Netzbezug;Einspeisung_bei_Eigenbedarfsdeckung;Szenario1_Einspeisung_Rest;Szenario2_Einspeisung_Rest;Szenario3_Einspeisung_Rest;Szenario4_Einspeisung_Rest;Stromverbrauch_SLP_H0
2022;4.4055;109.2642153;151.9756914;42.71147607;91.386333;57.27382075;34.11251225;166.538036;3.136857233;1.268642767;1.711772;2.693728;3.861316767;0.544183233;0.141616581;4.263883419;6.201999136;104.8587153;52.86832075;162.132536;1.796499136;691.748
